epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,1409.02,1.05643,0.76936,1.18334,0.91394,0.89182,0.93038,0.63287,1.21555,0.60895,1.15041,4.17477e-05,4.17477e-05,4.17477e-05
169,1416.66,1.09734,0.86865,1.2257,0.9192,0.88734,0.93113,0.62355,1.2525,0.61746,1.16629,4.14408e-05,4.14408e-05,4.14408e-05
170,1424.98,1.02035,0.76416,1.18422,0.93289,0.88272,0.9311,0.61855,1.26937,0.62151,1.17056,4.11339e-05,4.11339e-05,4.11339e-05
171,1433.19,1.07835,0.7713,1.17816,0.93289,0.88272,0.9311,0.61855,1.26937,0.62151,1.17056,4.0827e-05,4.0827e-05,4.0827e-05
172,1440.58,1.05152,0.79026,1.17882,0.93504,0.88243,0.92989,0.6134,1.2888,0.62231,1.17774,4.05201e-05,4.05201e-05,4.05201e-05
173,1448.78,1.06573,0.755,1.16668,0.92374,0.88792,0.92927,0.61068,1.28834,0.62057,1.17667,4.02132e-05,4.02132e-05,4.02132e-05
174,1457.3,0.92924,0.69624,1.12186,0.92056,0.88447,0.92676,0.61244,1.27465,0.61544,1.17051,3.99063e-05,3.99063e-05,3.99063e-05
175,1464.97,1.1487,0.87315,1.26122,0.91693,0.89268,0.92411,0.621,1.23952,0.60847,1.15433,3.95994e-05,3.95994e-05,3.95994e-05
176,1473.66,0.99842,0.77816,1.17568,0.92126,0.89263,0.92321,0.63278,1.19883,0.59613,1.13741,3.92925e-05,3.92925e-05,3.92925e-05
177,1482.49,1.06435,0.7921,1.19781,0.9174,0.8963,0.92155,0.63559,1.19369,0.59493,1.13622,3.89856e-05,3.89856e-05,3.89856e-05
178,1490.03,1.04941,0.75341,1.19976,0.91759,0.8969,0.92075,0.63025,1.2089,0.59917,1.1451,3.86787e-05,3.86787e-05,3.86787e-05
179,1498.38,1.033,0.77164,1.17183,0.91989,0.89969,0.9224,0.62476,1.23754,0.60637,1.16038,3.83718e-05,3.83718e-05,3.83718e-05
180,1506.89,1.04204,0.75874,1.14968,0.9233,0.89705,0.92378,0.62152,1.25752,0.60992,1.17066,3.80649e-05,3.80649e-05,3.80649e-05
181,1514.66,1.09517,0.84169,1.23159,0.92291,0.89916,0.92517,0.62266,1.26217,0.60979,1.17325,3.7758e-05,3.7758e-05,3.7758e-05
182,1523.05,1.09219,0.82669,1.21135,0.92016,0.90189,0.92862,0.62283,1.26321,0.60973,1.1744,3.74511e-05,3.74511e-05,3.74511e-05
183,1532.2,0.96543,0.69946,1.11773,0.92096,0.90129,0.92924,0.62279,1.2643,0.60969,1.17437,3.71442e-05,3.71442e-05,3.71442e-05
184,1539.89,1.00391,0.75118,1.14756,0.92501,0.89961,0.93365,0.62893,1.24306,0.60479,1.16374,3.68373e-05,3.68373e-05,3.68373e-05
185,1548.01,0.9907,0.74803,1.13956,0.91879,0.90031,0.93167,0.63813,1.21391,0.59885,1.14814,3.65304e-05,3.65304e-05,3.65304e-05
186,1556.66,1.05332,0.77821,1.16211,0.92024,0.90333,0.93258,0.64662,1.17812,0.59287,1.12864,3.62235e-05,3.62235e-05,3.62235e-05
187,1564.49,1.04357,0.77211,1.16473,0.92024,0.90333,0.93258,0.64662,1.17812,0.59287,1.12864,3.59166e-05,3.59166e-05,3.59166e-05
188,1572.74,1.01928,0.78494,1.19269,0.9132,0.90319,0.93036,0.65308,1.14486,0.58777,1.11182,3.56097e-05,3.56097e-05,3.56097e-05
189,1581.94,1.09438,0.85509,1.22536,0.9134,0.9025,0.92997,0.65187,1.14418,0.58706,1.11088,3.53028e-05,3.53028e-05,3.53028e-05
190,1589.81,0.97533,0.7173,1.16827,0.91459,0.89945,0.93037,0.65091,1.1489,0.58586,1.11487,3.49959e-05,3.49959e-05,3.49959e-05
191,1597.99,1.0017,0.7167,1.16476,0.91848,0.89806,0.93086,0.64311,1.16657,0.58556,1.12368,3.4689e-05,3.4689e-05,3.4689e-05
192,1606.52,0.99633,0.76538,1.17121,0.91997,0.89769,0.93256,0.63681,1.19393,0.58772,1.13738,3.43821e-05,3.43821e-05,3.43821e-05
193,1614.43,1.02629,0.73153,1.18043,0.91924,0.89671,0.93136,0.62772,1.22429,0.59053,1.15263,3.40752e-05,3.40752e-05,3.40752e-05
194,1622.48,0.96026,0.74049,1.14753,0.90615,0.90182,0.9307,0.62059,1.25716,0.5938,1.16524,3.37683e-05,3.37683e-05,3.37683e-05
195,1631.04,1.09723,0.822,1.2266,0.90889,0.90637,0.93044,0.61473,1.28246,0.59822,1.17624,3.34614e-05,3.34614e-05,3.34614e-05
196,1638.81,1.04167,0.7599,1.17908,0.90482,0.90716,0.93099,0.61397,1.29393,0.60139,1.18094,3.31545e-05,3.31545e-05,3.31545e-05
197,1648.1,1.06678,0.84608,1.21149,0.91147,0.9099,0.93221,0.61796,1.28627,0.60038,1.17553,3.28476e-05,3.28476e-05,3.28476e-05
198,1657.27,0.95691,0.73346,1.15585,0.9134,0.90966,0.93403,0.62549,1.26079,0.59567,1.16057,3.25407e-05,3.25407e-05,3.25407e-05
199,1665.04,0.95786,0.70754,1.15079,0.90169,0.93657,0.93723,0.63565,1.22563,0.58867,1.14257,3.22338e-05,3.22338e-05,3.22338e-05
200,1674.1,1.0557,0.81485,1.20777,0.90565,0.9303,0.93667,0.64482,1.19067,0.57897,1.12403,3.19269e-05,3.19269e-05,3.19269e-05
201,1689.27,1.04681,0.80844,1.21279,0.90797,0.93843,0.93806,0.65381,1.16198,0.56925,1.10908,3.162e-05,3.162e-05,3.162e-05
202,1711.04,1.06764,0.77739,1.19653,0.90571,0.93394,0.93618,0.65331,1.15583,0.56881,1.10664,3.13131e-05,3.13131e-05,3.13131e-05
203,1725.15,0.9868,0.76106,1.16752,0.90571,0.93394,0.93618,0.65331,1.15583,0.56881,1.10664,3.10062e-05,3.10062e-05,3.10062e-05
204,1734.18,0.99141,0.72425,1.15585,0.90466,0.93019,0.93949,0.65062,1.17404,0.57513,1.11652,3.06993e-05,3.06993e-05,3.06993e-05
205,1742.21,0.95949,0.69286,1.13802,0.89974,0.93155,0.93674,0.64787,1.19088,0.58232,1.12427,3.03924e-05,3.03924e-05,3.03924e-05
206,1750.81,1.06803,0.77989,1.16454,0.93475,0.89577,0.9328,0.63754,1.22909,0.59124,1.14244,3.00855e-05,3.00855e-05,3.00855e-05
207,1761.78,1.00798,0.73931,1.15542,0.93065,0.89712,0.93338,0.63165,1.25091,0.59593,1.15325,2.97786e-05,2.97786e-05,2.97786e-05
208,1771.82,1.04578,0.75039,1.16958,0.92124,0.90177,0.93357,0.62921,1.26098,0.59688,1.15804,2.94717e-05,2.94717e-05,2.94717e-05
209,1783.01,0.98988,0.75051,1.17541,0.91523,0.90168,0.93134,0.62417,1.26527,0.59772,1.16037,2.91648e-05,2.91648e-05,2.91648e-05
210,1790.51,0.94547,0.69198,1.13497,0.90816,0.90822,0.93478,0.62865,1.25697,0.59455,1.1569,2.88579e-05,2.88579e-05,2.88579e-05
211,1798.43,0.92063,0.68156,1.13654,0.92713,0.89355,0.93412,0.63134,1.24458,0.58972,1.15091,2.8551e-05,2.8551e-05,2.8551e-05
212,1807.46,1.09649,0.8529,1.24797,0.95685,0.90035,0.9342,0.63331,1.24005,0.58755,1.15045,2.82441e-05,2.82441e-05,2.82441e-05
213,1815.41,1.05789,0.81603,1.20278,0.96318,0.90379,0.93486,0.63283,1.24312,0.58959,1.15487,2.79372e-05,2.79372e-05,2.79372e-05
214,1822.16,1.05785,0.81752,1.20235,0.96604,0.90623,0.93419,0.6359,1.23693,0.58605,1.15332,2.76303e-05,2.76303e-05,2.76303e-05
215,1830.13,0.9731,0.68634,1.11926,0.96883,0.90461,0.9326,0.63995,1.2251,0.58387,1.14986,2.73234e-05,2.73234e-05,2.73234e-05
216,1837.13,0.98453,0.74417,1.16157,0.97581,0.89988,0.93279,0.64367,1.20502,0.57822,1.14137,2.70165e-05,2.70165e-05,2.70165e-05
217,1842.5,0.98454,0.71829,1.13054,0.97564,0.89795,0.93292,0.64904,1.19158,0.57591,1.1361,2.67096e-05,2.67096e-05,2.67096e-05
218,1847.4,1.0024,0.75305,1.17223,0.97569,0.89778,0.93247,0.65022,1.18564,0.57426,1.13287,2.64027e-05,2.64027e-05,2.64027e-05
219,1852.34,1.0162,0.74382,1.15976,0.97569,0.89778,0.93247,0.65022,1.18564,0.57426,1.13287,2.60958e-05,2.60958e-05,2.60958e-05
220,1856.99,0.97832,0.68889,1.13867,0.97433,0.90068,0.93363,0.65374,1.18189,0.57265,1.12982,2.57889e-05,2.57889e-05,2.57889e-05
221,1861.73,1.01646,0.76418,1.16866,0.93587,0.90174,0.93175,0.65704,1.16624,0.5677,1.12229,2.5482e-05,2.5482e-05,2.5482e-05
222,1866.91,1.01451,0.78742,1.18898,0.93675,0.90183,0.93161,0.65534,1.16553,0.56819,1.12067,2.51751e-05,2.51751e-05,2.51751e-05
223,1871.76,0.91123,0.67521,1.1021,0.93419,0.89776,0.93211,0.65842,1.15835,0.56593,1.11543,2.48682e-05,2.48682e-05,2.48682e-05
224,1877.06,0.93469,0.68113,1.0938,0.93354,0.89664,0.93186,0.66048,1.14621,0.56409,1.10654,2.45613e-05,2.45613e-05,2.45613e-05
225,1882.68,1.05862,0.7684,1.16588,0.93066,0.89727,0.93302,0.6628,1.13157,0.55907,1.096,2.42544e-05,2.42544e-05,2.42544e-05
226,1888.12,0.93725,0.71656,1.14736,0.935,0.89707,0.93437,0.66434,1.11758,0.55636,1.08772,2.39475e-05,2.39475e-05,2.39475e-05
227,1893.56,0.98994,0.73338,1.1538,0.97441,0.89404,0.93396,0.66475,1.10899,0.5554,1.08158,2.36406e-05,2.36406e-05,2.36406e-05
228,1898.6,1.01257,0.75172,1.18506,0.93717,0.89945,0.9336,0.66453,1.11266,0.55661,1.08139,2.33337e-05,2.33337e-05,2.33337e-05
229,1903.74,0.96279,0.66995,1.12058,0.93563,0.90524,0.93399,0.65943,1.13005,0.56137,1.08743,2.30268e-05,2.30268e-05,2.30268e-05
230,1909.36,0.97188,0.71813,1.14281,0.93504,0.90394,0.9335,0.65371,1.15133,0.56747,1.0975,2.27199e-05,2.27199e-05,2.27199e-05
231,1914.79,0.96899,0.69978,1.12501,0.93914,0.90255,0.93512,0.65184,1.16533,0.57055,1.10491,2.2413e-05,2.2413e-05,2.2413e-05
232,1919.73,0.95891,0.70505,1.10785,0.94044,0.89994,0.93544,0.64888,1.17361,0.57022,1.11043,2.21061e-05,2.21061e-05,2.21061e-05
233,1925.36,1.00889,0.73244,1.14789,0.93975,0.89868,0.93513,0.64814,1.17903,0.56848,1.11363,2.17992e-05,2.17992e-05,2.17992e-05
234,1930.63,0.99731,0.71108,1.15069,0.93648,0.89757,0.93454,0.64966,1.1859,0.57025,1.11931,2.14923e-05,2.14923e-05,2.14923e-05
235,1935.54,0.87671,0.63358,1.09634,0.93648,0.89757,0.93454,0.64966,1.1859,0.57025,1.11931,2.11854e-05,2.11854e-05,2.11854e-05
236,1940.52,0.97791,0.73539,1.18296,0.93614,0.89788,0.93464,0.64935,1.18051,0.56789,1.11973,2.08785e-05,2.08785e-05,2.08785e-05
237,1945.67,1.00472,0.72296,1.15746,0.92752,0.89898,0.93482,0.65047,1.17946,0.5666,1.12172,2.05716e-05,2.05716e-05,2.05716e-05
238,1950.79,0.92064,0.66116,1.10752,0.92521,0.90001,0.93366,0.65082,1.17547,0.56617,1.12323,2.02647e-05,2.02647e-05,2.02647e-05
239,1955.74,0.95948,0.70038,1.14663,0.92154,0.90168,0.93325,0.65282,1.16744,0.56274,1.1197,1.99578e-05,1.99578e-05,1.99578e-05
240,1960.68,0.96321,0.7218,1.13773,0.92318,0.90388,0.93364,0.65452,1.16365,0.56161,1.11635,1.96509e-05,1.96509e-05,1.96509e-05
241,1967.59,0.99717,0.75898,1.16839,0.91271,0.90838,0.93246,0.65677,1.14894,0.55861,1.10756,1.9344e-05,1.9344e-05,1.9344e-05
242,1975.9,0.97495,0.71391,1.1507,0.91272,0.91784,0.93329,0.66818,1.12447,0.55196,1.09345,1.90371e-05,1.90371e-05,1.90371e-05
243,1983.19,0.96738,0.73548,1.16075,0.91457,0.92026,0.9349,0.67446,1.0939,0.54367,1.07789,1.87302e-05,1.87302e-05,1.87302e-05
244,1993.04,0.99645,0.71737,1.15066,0.9173,0.92495,0.93506,0.67822,1.07016,0.53928,1.06573,1.84233e-05,1.84233e-05,1.84233e-05
245,2001.04,0.99187,0.7192,1.16185,0.92248,0.92223,0.93594,0.68216,1.0577,0.53527,1.06018,1.81164e-05,1.81164e-05,1.81164e-05
246,2006.92,0.96295,0.70332,1.1242,0.92644,0.92323,0.93734,0.68453,1.06054,0.53473,1.06107,1.78095e-05,1.78095e-05,1.78095e-05
247,2013.02,0.92597,0.66725,1.09056,0.9284,0.92689,0.93857,0.68228,1.07148,0.53553,1.06431,1.75026e-05,1.75026e-05,1.75026e-05
248,2017.59,0.90974,0.66026,1.09034,0.92451,0.92708,0.93856,0.67892,1.08265,0.5388,1.06735,1.71957e-05,1.71957e-05,1.71957e-05
249,2022.16,0.95914,0.70164,1.15381,0.91983,0.9271,0.93716,0.67387,1.09962,0.5429,1.07356,1.68888e-05,1.68888e-05,1.68888e-05
250,2026.81,1.02051,0.76642,1.19397,0.9152,0.92577,0.93686,0.66874,1.11956,0.55023,1.08098,1.65819e-05,1.65819e-05,1.65819e-05
251,2031.64,1.05389,0.7629,1.17531,0.9152,0.92577,0.93686,0.66874,1.11956,0.55023,1.08098,1.6275e-05,1.6275e-05,1.6275e-05
252,2036.71,0.97916,0.74657,1.16357,0.91162,0.92614,0.93698,0.66058,1.14717,0.55588,1.09331,1.59681e-05,1.59681e-05,1.59681e-05
253,2041.4,0.98558,0.71356,1.13429,0.94446,0.89899,0.9363,0.65425,1.16674,0.56128,1.1031,1.56612e-05,1.56612e-05,1.56612e-05
254,2046.18,0.97852,0.72706,1.13772,0.94132,0.90106,0.93613,0.65251,1.1815,0.56432,1.11108,1.53543e-05,1.53543e-05,1.53543e-05
255,2051.05,0.9857,0.73702,1.1688,0.93657,0.90388,0.93603,0.65184,1.18476,0.56559,1.11397,1.50474e-05,1.50474e-05,1.50474e-05
256,2055.78,0.95497,0.69552,1.11141,0.9359,0.90421,0.9369,0.65294,1.17313,0.56283,1.11001,1.47405e-05,1.47405e-05,1.47405e-05
257,2060.36,0.92601,0.67442,1.0939,0.92861,0.90919,0.93639,0.65481,1.15746,0.56016,1.10385,1.44336e-05,1.44336e-05,1.44336e-05
258,2065.15,1.03039,0.75239,1.16377,0.93444,0.9135,0.93638,0.66136,1.13259,0.55579,1.09454,1.41267e-05,1.41267e-05,1.41267e-05
259,2070.26,0.98908,0.74892,1.1534,0.9263,0.908,0.93639,0.66502,1.1139,0.55044,1.08753,1.38198e-05,1.38198e-05,1.38198e-05
260,2078.88,0.92486,0.69879,1.13312,0.92048,0.90438,0.93637,0.66763,1.10574,0.54884,1.08465,1.35129e-05,1.35129e-05,1.35129e-05
261,2086.41,0.97826,0.70211,1.13535,0.90286,0.91821,0.93612,0.66849,1.099,0.54836,1.0835,1.3206e-05,1.3206e-05,1.3206e-05
262,2094.36,0.93563,0.67623,1.11524,0.90692,0.92076,0.93605,0.66844,1.09517,0.54692,1.08312,1.28991e-05,1.28991e-05,1.28991e-05
263,2101.27,0.92988,0.6616,1.12169,0.90764,0.92395,0.93471,0.66834,1.09214,0.5452,1.08265,1.25922e-05,1.25922e-05,1.25922e-05
264,2105.83,1.04681,0.75839,1.16006,0.90538,0.92175,0.93466,0.66848,1.09113,0.54319,1.08283,1.22853e-05,1.22853e-05,1.22853e-05
265,2110.43,0.93213,0.65613,1.08438,0.9095,0.92404,0.93476,0.66945,1.08118,0.54152,1.07931,1.19784e-05,1.19784e-05,1.19784e-05
266,2115.04,0.96622,0.75605,1.15288,0.91101,0.92304,0.93585,0.6722,1.07652,0.54057,1.07761,1.16715e-05,1.16715e-05,1.16715e-05
267,2119.81,0.9354,0.68539,1.11855,0.91101,0.92304,0.93585,0.6722,1.07652,0.54057,1.07761,1.13646e-05,1.13646e-05,1.13646e-05
268,2124.86,0.99359,0.74339,1.1595,0.90696,0.92176,0.93589,0.67143,1.07735,0.5399,1.07699,1.10577e-05,1.10577e-05,1.10577e-05
269,2130.53,0.93715,0.69381,1.10154,0.91007,0.92267,0.93691,0.66949,1.08835,0.54263,1.08163,1.07508e-05,1.07508e-05,1.07508e-05
270,2135.65,0.98845,0.70069,1.16183,0.90901,0.92439,0.93725,0.66365,1.10338,0.54477,1.08786,1.04439e-05,1.04439e-05,1.04439e-05
271,2140.28,1.00218,0.74127,1.14057,0.90773,0.92519,0.93652,0.66468,1.10365,0.54455,1.08695,1.0137e-05,1.0137e-05,1.0137e-05
272,2144.94,0.94673,0.70599,1.14122,0.91281,0.92946,0.93776,0.66451,1.10582,0.54471,1.08751,9.8301e-06,9.8301e-06,9.8301e-06
273,2149.83,0.90837,0.6577,1.09099,0.91164,0.93164,0.94025,0.66702,1.10197,0.54278,1.08511,9.5232e-06,9.5232e-06,9.5232e-06
274,2154.81,1.01199,0.74528,1.17388,0.91486,0.93161,0.94094,0.66884,1.09294,0.54165,1.08073,9.2163e-06,9.2163e-06,9.2163e-06
275,2159.53,0.97065,0.69815,1.15129,0.91652,0.93138,0.94073,0.67309,1.077,0.53868,1.07262,8.9094e-06,8.9094e-06,8.9094e-06
276,2164.35,0.90876,0.64513,1.10059,0.9141,0.9317,0.94113,0.6758,1.0616,0.535,1.06479,8.6025e-06,8.6025e-06,8.6025e-06
277,2169.4,0.97372,0.6996,1.13756,0.91507,0.92842,0.93833,0.67663,1.05977,0.53333,1.06191,8.2956e-06,8.2956e-06,8.2956e-06
278,2174.07,0.95521,0.71187,1.14775,0.91821,0.92866,0.93857,0.67764,1.05383,0.53249,1.05844,7.9887e-06,7.9887e-06,7.9887e-06
279,2179.05,0.93204,0.68703,1.12482,0.92575,0.93323,0.94263,0.67892,1.04729,0.53076,1.05538,7.6818e-06,7.6818e-06,7.6818e-06
280,2183.95,0.90466,0.65076,1.1134,0.92765,0.93288,0.94405,0.68015,1.04196,0.52978,1.05251,7.3749e-06,7.3749e-06,7.3749e-06
281,2188.9,0.94145,0.67601,1.11102,0.93027,0.93209,0.94468,0.68308,1.04135,0.52934,1.05143,7.068e-06,7.068e-06,7.068e-06
282,2193.64,0.996,0.72845,1.14882,0.93038,0.93024,0.94571,0.68429,1.04136,0.52841,1.05046,6.7611e-06,6.7611e-06,6.7611e-06
283,2198.6,0.93793,0.70801,1.13417,0.93038,0.93024,0.94571,0.68429,1.04136,0.52841,1.05046,6.4542e-06,6.4542e-06,6.4542e-06
284,2203.61,0.93963,0.68694,1.11178,0.92985,0.92926,0.94557,0.68363,1.0429,0.52806,1.05125,6.1473e-06,6.1473e-06,6.1473e-06
285,2208.46,0.93918,0.65655,1.09957,0.92855,0.93101,0.94515,0.68277,1.04753,0.52742,1.05314,5.8404e-06,5.8404e-06,5.8404e-06
286,2213.33,0.91993,0.65777,1.08332,0.92786,0.9307,0.94586,0.67793,1.05819,0.53026,1.05833,5.5335e-06,5.5335e-06,5.5335e-06
287,2218.2,0.95252,0.70225,1.15742,0.92748,0.93071,0.94505,0.67669,1.06384,0.53121,1.06083,5.2266e-06,5.2266e-06,5.2266e-06
288,2223.36,0.9551,0.68495,1.12345,0.92603,0.93141,0.94597,0.67579,1.06588,0.53124,1.06227,4.9197e-06,4.9197e-06,4.9197e-06
289,2228.39,0.96132,0.68003,1.1011,0.92498,0.93292,0.94539,0.67398,1.06871,0.53283,1.06334,4.6128e-06,4.6128e-06,4.6128e-06
290,2233.57,0.93776,0.68521,1.12553,0.92535,0.93287,0.9446,0.67413,1.07148,0.53329,1.06509,4.3059e-06,4.3059e-06,4.3059e-06
291,2263.37,0.81399,0.5731,1.04416,0.91723,0.93092,0.94136,0.68012,1.04897,0.52853,1.05669,3.999e-06,3.999e-06,3.999e-06
292,2267.95,0.80099,0.57259,1.03583,0.91837,0.93183,0.94202,0.68424,1.03566,0.52733,1.05256,3.6921e-06,3.6921e-06,3.6921e-06
293,2272.85,0.82537,0.58275,1.04175,0.9189,0.92934,0.94174,0.68564,1.031,0.52887,1.05241,3.3852e-06,3.3852e-06,3.3852e-06
294,2278.07,0.83658,0.58287,1.0873,0.91562,0.92234,0.94019,0.68373,1.02722,0.53044,1.05122,3.0783e-06,3.0783e-06,3.0783e-06
295,2282.78,0.83782,0.58091,1.08104,0.91377,0.92155,0.93977,0.68494,1.02119,0.53051,1.04785,2.7714e-06,2.7714e-06,2.7714e-06
296,2287.68,0.85603,0.58963,1.07831,0.91238,0.92177,0.94035,0.68326,1.02231,0.53204,1.04876,2.4645e-06,2.4645e-06,2.4645e-06
297,2292.93,0.77159,0.56535,1.01128,0.91463,0.92077,0.93945,0.68422,1.0232,0.53343,1.04909,2.1576e-06,2.1576e-06,2.1576e-06
298,2297.96,0.74926,0.54326,1.03156,0.91115,0.92077,0.93942,0.6824,1.02701,0.53359,1.05065,1.8507e-06,1.8507e-06,1.8507e-06
299,2302.54,0.79029,0.56039,1.0362,0.91115,0.92077,0.93942,0.6824,1.02701,0.53359,1.05065,1.5438e-06,1.5438e-06,1.5438e-06
300,2307.44,0.82236,0.59044,1.03683,0.91303,0.92077,0.93893,0.68144,1.03395,0.53439,1.05289,1.2369e-06,1.2369e-06,1.2369e-06
